sid,proj_id,run_id,samp_id,strat,tech,body_subsite,subject_id,body_site,body_subsite_int,body_site_int,nreads,nreads_unmapped,primer,n_otus
SRR046663.SRS064920,SRP002395,SRR046663,SRS064920,METAGENOMIC ,AMPLICON,Palatine Tonsils,241825,Oral,5,2,8826,6182,V13/V35,87
SRR328807.SRS065710,SRP002860,SRR328807,SRS065710,METAGENOMIC ,AMPLICON,Hard palate,257117,Oral,4,2,5916,3512,V13/V35,88
SRR045492.SRS011285,SRP002395,SRR045492,SRS011285,METAGENOMIC ,AMPLICON,Throat,241748,Oral,9,2,6252,4838,V13/V35,68
SRR043694.SRS014560,SRP002395,SRR043694,SRS014560,METAGENOMIC ,AMPLICON,Tongue dorsum,241730,Oral,10,2,7036,3614,V13/V35,80
SRR171068.SRS148744,SRP002860,SRR171068,SRS148744,METAGENOMIC ,AMPLICON,Tongue dorsum,241737,Oral,10,2,5989,3684,V13/V35,63
SRR044545.SRS015603,SRP002395,SRR044545,SRS015603,METAGENOMIC ,AMPLICON,Right Retroauricular crease,241784,Skin,14,3,15783,8813,V13/V35,23
SRR170443.SRS144231,SRP002860,SRR170443,SRS144231,METAGENOMIC ,AMPLICON,Attached/Keratinized gingiva,241718,Oral,2,2,6098,5020,V13/V35,48
SRR045140.SRS011600,SRP002395,SRR045140,SRS011600,METAGENOMIC ,AMPLICON,Throat,241783,Oral,9,2,7464,4982,V13/V35,114
SRR044060.SRS015966,SRP002395,SRR044060,SRS015966,METAGENOMIC ,AMPLICON,Tongue dorsum,241769,Oral,10,2,10822,5851,V13/V35,65
SRR046308.SRS062784,SRP002395,SRR046308,SRS062784,METAGENOMIC ,AMPLICON,Saliva,241693,Oral,6,2,9363,2743,V13/V35,153
SRR048524.SRS051879,SRP002395,SRR048524,SRS051879,METAGENOMIC ,AMPLICON,Palatine Tonsils,241671,Oral,5,2,9741,4824,V13/V35,108
SRR170961.SRS147406,SRP002860,SRR170961,SRS147406,METAGENOMIC ,AMPLICON,Attached/Keratinized gingiva,257115,Oral,2,2,6251,2218,V13/V35,54
SRR041838.SRS022629,SRP002395,SRR041838,SRS022629,METAGENOMIC ,AMPLICON,Palatine Tonsils,241820,Oral,5,2,4220,2329,V3-V5,108
SRR166934.SRS098510,SRP002860,SRR166934,SRS098510,METAGENOMIC ,AMPLICON,Supragingival plaque,241892,Oral,8,2,15436,5742,V13/V35,113
SRR046990.SRS063515,SRP002395,SRR046990,SRS063515,METAGENOMIC ,AMPLICON,Buccal mucosa,241876,Oral,3,2,9556,5997,V13/V35,68
SRR047879.SRS013784,SRP002395,SRR047879,SRS013784,METAGENOMIC ,AMPLICON,Throat,241819,Oral,9,2,3227,1502,V13/V35,77
SRR170038.SRS075831,SRP002860,SRR170038,SRS075831,METAGENOMIC ,AMPLICON,Saliva,241793,Oral,6,2,6581,3874,V13/V35,107
SRR350295.SRS075853,SRP002860,SRR350295,SRS075853,METAGENOMIC ,AMPLICON,Left Retroauricular crease,241793,Skin,12,3,8710,7399,V13/V35,22
SRR047694.SRS045871,SRP002395,SRR047694,SRS045871,METAGENOMIC ,AMPLICON,Tongue dorsum,241758,Oral,10,2,32473,13950,V13/V35,100
SRR044020.SRS015259,SRP002395,SRR044020,SRS015259,METAGENOMIC ,AMPLICON,Vaginal introitus,241729,Urogenital tract,17,4,5325,849,V13/V35,25
SRR041377.SRS016765,SRP002395,SRR041377,SRS016765,METAGENOMIC ,AMPLICON,Tongue dorsum,241715,Oral,10,2,6720,4590,V3-V5,87
SRR046589.SRS018860,SRP002395,SRR046589,SRS018860,METAGENOMIC ,AMPLICON,Right Retroauricular crease,241716,Skin,14,3,11561,8546,V13/V35,52
SRR041866.SRS022637,SRP002395,SRR041866,SRS022637,METAGENOMIC ,AMPLICON,Left Retroauricular crease,241820,Skin,12,3,4433,2904,V3-V5,87
SRR047571.SRS018631,SRP002395,SRR047571,SRS018631,METAGENOMIC ,AMPLICON,Hard palate,241692,Oral,4,2,6376,3731,V13/V35,66
SRR172145.SRS098747,SRP002860,SRR172145,SRS098747,METAGENOMIC ,AMPLICON,Anterior nares,241758,Airways,0,0,10774,6904,V13/V35,65
SRR048755.SRS048242,SRP002395,SRR048755,SRS048242,METAGENOMIC ,AMPLICON,Attached/Keratinized gingiva,241847,Oral,2,2,11290,8598,V13/V35,31
SRR043937.SRS048843,SRP002395,SRR043937,SRS048843,METAGENOMIC ,AMPLICON,Left Antecubital fossa,241727,Skin,11,3,1506,440,V13/V35,41
SRR041295.SRS024112,SRP002395,SRR041295,SRS024112,METAGENOMIC ,AMPLICON,Attached/Keratinized gingiva,241724,Oral,2,2,9479,4315,V3-V5,96
SRR044124.SRS044902,SRP002395,SRR044124,SRS044902,METAGENOMIC ,AMPLICON,Posterior fornix,241696,Urogenital tract,16,4,8567,2312,V13/V35,10
SRR047088.SRS064192,SRP002395,SRR047088,SRS064192,METAGENOMIC ,AMPLICON,Throat,241858,Oral,9,2,5025,1917,V13/V35,111
SRR044874.SRS011458,SRP002395,SRR044874,SRS011458,METAGENOMIC ,AMPLICON,Hard palate,241760,Oral,4,2,9612,6300,V13/V35,92
SRR328695.SRS147675,SRP002860,SRR328695,SRS147675,METAGENOMIC ,AMPLICON,Left Retroauricular crease,257118,Skin,12,3,17477,12661,V13/V35,82
SRR046431.SRS045963,SRP002395,SRR046431,SRS045963,METAGENOMIC ,AMPLICON,Palatine Tonsils,241893,Oral,5,2,7691,4810,V13/V35,90
SRR041368.SRS017886,SRP002395,SRR041368,SRS017886,METAGENOMIC ,AMPLICON,Saliva,241799,Oral,6,2,5904,3565,V3-V5,106
SRR040729.SRS022008,SRP002395,SRR040729,SRS022008,METAGENOMIC ,AMPLICON,Vaginal introitus,241747,Urogenital tract,17,4,5794,1480,V3-V5,11
SRR047116.SRS043066,SRP002395,SRR047116,SRS043066,METAGENOMIC ,AMPLICON,Vaginal introitus,241874,Urogenital tract,17,4,8275,5885,V13/V35,21
SRR046759.SRS064876,SRP002395,SRR046759,SRS064876,METAGENOMIC ,AMPLICON,Hard palate,241824,Oral,4,2,8038,4720,V13/V35,57
SRR047342.SRS064171,SRP002395,SRR047342,SRS064171,METAGENOMIC ,AMPLICON,Right Antecubital fossa,241730,Skin,13,3,4557,1809,V13/V35,47
SRR047046.SRS063516,SRP002395,SRR047046,SRS063516,METAGENOMIC ,AMPLICON,Tongue dorsum,241890,Oral,10,2,14565,7204,V13/V35,105
SRR049315.SRS011405,SRP002395,SRR049315,SRS011405,METAGENOMIC ,AMPLICON,Stool,241834,Gastrointestinal tract,1,1,6668,4088,V13/V35,46
SRR044203.SRS016166,SRP002395,SRR044203,SRS016166,METAGENOMIC ,AMPLICON,Supragingival plaque,241696,Oral,8,2,7437,3461,V13/V35,83
SRR133476.SRS024353,SRP002860,SRR133476,SRS024353,METAGENOMIC ,AMPLICON,Throat,241814,Oral,9,2,10338,5155,V1-V3,109
SRR091411.SRS077414,SRP002860,SRR091411,SRS077414,METAGENOMIC ,AMPLICON,Palatine Tonsils,268873,Oral,5,2,7967,3612,V3-V5,103
SRR041382.SRS016400,SRP002395,SRR041382,SRS016400,METAGENOMIC ,AMPLICON,Stool,241749,Gastrointestinal tract,1,1,6790,4943,V3-V5,59
SRR040998.SRS023746,SRP002395,SRR040998,SRS023746,METAGENOMIC ,AMPLICON,Tongue dorsum,241773,Oral,10,2,5074,2823,V3-V5,66
SRR046842.SRS053142,SRP002395,SRR046842,SRS053142,METAGENOMIC ,AMPLICON,Attached/Keratinized gingiva,241879,Oral,2,2,8774,7770,V13/V35,70
SRR167004.SRS099349,SRP002860,SRR167004,SRS099349,METAGENOMIC ,AMPLICON,Left Retroauricular crease,241731,Skin,12,3,4678,1042,V13/V35,23
SRR171910.SRS077510,SRP002860,SRR171910,SRS077510,METAGENOMIC ,AMPLICON,Hard palate,241802,Oral,4,2,8328,3898,V13/V35,81
SRR045358.SRS011279,SRP002395,SRR045358,SRS011279,METAGENOMIC ,AMPLICON,Buccal mucosa,241748,Oral,3,2,7031,4912,V13/V35,34
SRR172006.SRS143549,SRP002860,SRR172006,SRS143549,METAGENOMIC ,AMPLICON,Left Antecubital fossa,257127,Skin,11,3,12422,8504,V13/V35,77
SRR091608.SRS078454,SRP002860,SRR091608,SRS078454,METAGENOMIC ,AMPLICON,Buccal mucosa,241676,Oral,3,2,4528,1800,V3-V5,74
SRR170515.SRS148124,SRP002860,SRR170515,SRS148124,METAGENOMIC ,AMPLICON,Throat,241891,Oral,9,2,1757,639,V13/V35,45
SRR041631.SRS013727,SRP002395,SRR041631,SRS013727,METAGENOMIC ,AMPLICON,Left Retroauricular crease,241725,Skin,12,3,2887,1254,V3-V5,78
SRR047647.SRS018795,SRP002395,SRR047647,SRS018795,METAGENOMIC ,AMPLICON,Buccal mucosa,241731,Oral,3,2,5218,2195,V13/V35,62
SRR171176.SRS147911,SRP002860,SRR171176,SRS147911,METAGENOMIC ,AMPLICON,Anterior nares,241874,Airways,0,0,8136,6557,V13/V35,59
SRR048299.SRS023001,SRP002395,SRR048299,SRS023001,METAGENOMIC ,AMPLICON,Hard palate,241700,Oral,4,2,21565,9425,V13/V35,141
SRR049501.SRS057789,SRP002395,SRR049501,SRS057789,METAGENOMIC ,AMPLICON,Supragingival plaque,241856,Oral,8,2,10420,5601,V13/V35,71
SRR046289.SRS063236,SRP002395,SRR046289,SRS063236,METAGENOMIC ,AMPLICON,Throat,241693,Oral,9,2,13758,5142,V13/V35,105
SRR090001.SRS077661,SRP002860,SRR090001,SRS077661,METAGENOMIC ,AMPLICON,Attached/Keratinized gingiva,268874,Oral,2,2,6962,2479,V3-V5,70
SRR090028.SRS077272,SRP002860,SRR090028,SRS077272,METAGENOMIC ,AMPLICON,Palatine Tonsils,257109,Oral,5,2,6638,3197,V3-V5,104
SRR048382.SRS022502,SRP002395,SRR048382,SRS022502,METAGENOMIC ,AMPLICON,Throat,241810,Oral,9,2,5053,2294,V13/V35,85
SRR328588.SRS063011,SRP002860,SRR328588,SRS063011,METAGENOMIC ,AMPLICON,Supragingival plaque,257132,Oral,8,2,9765,6488,V13/V35,57
SRR041123.SRS021990,SRP002395,SRR041123,SRS021990,METAGENOMIC ,AMPLICON,Palatine Tonsils,241747,Oral,5,2,3081,1760,V3-V5,66
SRR192107.SRS100619,SRP002860,SRR192107,SRS100619,METAGENOMIC ,AMPLICON,Right Retroauricular crease,241674,Skin,14,3,18410,11412,V1-V3,34
SRR170995.SRS075740,SRP002860,SRR170995,SRS075740,METAGENOMIC ,AMPLICON,Throat,257124,Oral,9,2,6904,2965,V13/V35,76
SRR045956.SRS018710,SRP002395,SRR045956,SRS018710,METAGENOMIC ,AMPLICON,Posterior fornix,241723,Urogenital tract,16,4,7709,5835,V13/V35,13
SRR045521.SRS014450,SRP002395,SRR045521,SRS014450,METAGENOMIC ,AMPLICON,Left Retroauricular crease,241812,Skin,12,3,7691,1518,V13/V35,38
SRR043639.SRS014287,SRP002395,SRR043639,SRS014287,METAGENOMIC ,AMPLICON,Stool,241825,Gastrointestinal tract,1,1,13218,7925,V13/V35,69
SRR170718.SRS149308,SRP002860,SRR170718,SRS149308,METAGENOMIC ,AMPLICON,Palatine Tonsils,241737,Oral,5,2,5480,3636,V13/V35,76
SRR046284.SRS063018,SRP002395,SRR046284,SRS063018,METAGENOMIC ,AMPLICON,Anterior nares,241693,Airways,0,0,7652,2364,V13/V35,34
SRR045556.SRS014659,SRP002395,SRR045556,SRS014659,METAGENOMIC ,AMPLICON,Stool,241720,Gastrointestinal tract,1,1,8975,5481,V13/V35,69
SRR040953.SRS016916,SRP002395,SRR040953,SRS016916,METAGENOMIC ,AMPLICON,Stool,241792,Gastrointestinal tract,1,1,5040,2967,V3-V5,55
SRR049524.SRS049597,SRP002395,SRR049524,SRS049597,METAGENOMIC ,AMPLICON,Mid vagina,241878,Urogenital tract,15,4,11304,8169,V13/V35,23
SRR040896.SRS023768,SRP002395,SRR040896,SRS023768,METAGENOMIC ,AMPLICON,Right Antecubital fossa,241773,Skin,13,3,2919,790,V3-V5,28
SRR041888.SRS016862,SRP002395,SRR041888,SRS016862,METAGENOMIC ,AMPLICON,Hard palate,241745,Oral,4,2,5069,2474,V3-V5,105
SRR045708.SRS014564,SRP002395,SRR045708,SRS014564,METAGENOMIC ,AMPLICON,Buccal mucosa,241730,Oral,3,2,7494,4805,V13/V35,82
SRR333116.SRS145555,SRP002860,SRR333116,SRS145555,METAGENOMIC ,AMPLICON,Anterior nares,241710,Airways,0,0,21062,18126,V1-V3,31
SRR350302.SRS149808,SRP002860,SRR350302,SRS149808,METAGENOMIC ,AMPLICON,Right Retroauricular crease,241881,Skin,14,3,2921,807,V13/V35,27
SRR040682.SRS020263,SRP002395,SRR040682,SRS020263,METAGENOMIC ,AMPLICON,Right Retroauricular crease,241798,Skin,14,3,7319,2236,V3-V5,46
SRR328561.SRS064284,SRP002860,SRR328561,SRS064284,METAGENOMIC ,AMPLICON,Right Retroauricular crease,241682,Skin,14,3,9384,3335,V13/V35,23
SRR041037.SRS020004,SRP002395,SRR041037,SRS020004,METAGENOMIC ,AMPLICON,Hard palate,241847,Oral,4,2,4230,2653,V3-V5,78
SRR172105.SRS150015,SRP002860,SRR172105,SRS150015,METAGENOMIC ,AMPLICON,Palatine Tonsils,241772,Oral,5,2,6090,3916,V13/V35,88
SRR044425.SRS016231,SRP002395,SRR044425,SRS016231,METAGENOMIC ,AMPLICON,Attached/Keratinized gingiva,241687,Oral,2,2,8481,2884,V13/V35,42
SRR044455.SRS016099,SRP002395,SRR044455,SRS016099,METAGENOMIC ,AMPLICON,Right Retroauricular crease,241701,Skin,14,3,5491,4301,V13/V35,38
SRR046959.SRS062539,SRP002395,SRR046959,SRS062539,METAGENOMIC ,AMPLICON,Left Antecubital fossa,257108,Skin,11,3,7897,4741,V13/V35,35
SRR171818.SRS104830,SRP002860,SRR171818,SRS104830,METAGENOMIC ,AMPLICON,Tongue dorsum,241852,Oral,10,2,3418,1635,V13/V35,56
SRR333105.SRS100625,SRP002860,SRR333105,SRS100625,METAGENOMIC ,AMPLICON,Anterior nares,241674,Airways,0,0,15801,11244,V1-V3,47
SRR047913.SRS022440,SRP002395,SRR047913,SRS022440,METAGENOMIC ,AMPLICON,Subgingival plaque,241719,Oral,7,2,5915,3353,V13/V35,118
SRR046867.SRS053278,SRP002395,SRR046867,SRS053278,METAGENOMIC ,AMPLICON,Supragingival plaque,241878,Oral,8,2,14849,7826,V13/V35,90
SRR047483.SRS011684,SRP002395,SRR047483,SRS011684,METAGENOMIC ,AMPLICON,Mid vagina,241764,Urogenital tract,15,4,4240,2043,V13/V35,15
SRR044251.SRS016018,SRP002395,SRR044251,SRS016018,METAGENOMIC ,AMPLICON,Stool,241708,Gastrointestinal tract,1,1,8508,2526,V13/V35,63
SRR045552.SRS014422,SRP002395,SRR045552,SRS014422,METAGENOMIC ,AMPLICON,Supragingival plaque,241812,Oral,8,2,11176,6009,V13/V35,103
SRR048503.SRS043994,SRP002395,SRR048503,SRS043994,METAGENOMIC ,AMPLICON,Anterior nares,241690,Airways,0,0,6706,5470,V13/V35,32
SRR192183.SRS023948,SRP002860,SRR192183,SRS023948,METAGENOMIC ,AMPLICON,Right Antecubital fossa,241725,Skin,13,3,3496,2177,V1-V3,36
SRR040654.SRS024173,SRP002395,SRR040654,SRS024173,METAGENOMIC ,AMPLICON,Throat,241676,Oral,9,2,6657,2463,V3-V5,71
SRR045084.SRS011421,SRP002395,SRR045084,SRS011421,METAGENOMIC ,AMPLICON,Hard palate,241709,Oral,4,2,7377,6024,V13/V35,79
SRR041496.SRS017851,SRP002395,SRR041496,SRS017851,METAGENOMIC ,AMPLICON,Right Retroauricular crease,241711,Skin,14,3,4640,3609,V3-V5,32
SRR048534.SRS057550,SRP002395,SRR048534,SRS057550,METAGENOMIC ,AMPLICON,Hard palate,241797,Oral,4,2,4484,2197,V13/V35,104
SRR047510.SRS011410,SRP002395,SRR047510,SRS011410,METAGENOMIC ,AMPLICON,Stool,241709,Gastrointestinal tract,1,1,63425,28709,V13/V35,73
SRR044511.SRS019886,SRP002395,SRR044511,SRS019886,METAGENOMIC ,AMPLICON,Right Antecubital fossa,241772,Skin,13,3,5227,1198,V13/V35,61
SRR041308.SRS023579,SRP002395,SRR041308,SRS023579,METAGENOMIC ,AMPLICON,Right Antecubital fossa,241748,Skin,13,3,2761,616,V3-V5,28
SRR040905.SRS050826,SRP002395,SRR040905,SRS050826,METAGENOMIC ,AMPLICON,Hard palate,241828,Oral,4,2,5068,3203,V3-V5,95
SRR192192.SRS101647,SRP002860,SRR192192,SRS101647,METAGENOMIC ,AMPLICON,Right Antecubital fossa,241775,Skin,13,3,16561,13475,V1-V3,61
SRR041632.SRS016669,SRP002395,SRR041632,SRS016669,METAGENOMIC ,AMPLICON,Subgingival plaque,241713,Oral,7,2,5768,3163,V3-V5,107
SRR047872.SRS020210,SRP002395,SRR047872,SRS020210,METAGENOMIC ,AMPLICON,Right Antecubital fossa,241762,Skin,13,3,4836,2972,V13/V35,50
SRR170933.SRS147253,SRP002860,SRR170933,SRS147253,METAGENOMIC ,AMPLICON,Palatine Tonsils,241853,Oral,5,2,9870,4773,V13/V35,91
SRR043876.SRS019675,SRP002395,SRR043876,SRS019675,METAGENOMIC ,AMPLICON,Left Retroauricular crease,241791,Skin,12,3,15758,7503,V13/V35,55
SRR172187.SRS144430,SRP002860,SRR172187,SRS144430,METAGENOMIC ,AMPLICON,Subgingival plaque,241863,Oral,7,2,3811,1871,V13/V35,73
SRR046007.SRS019310,SRP002395,SRR046007,SRS019310,METAGENOMIC ,AMPLICON,Right Retroauricular crease,241848,Skin,14,3,22907,17183,V13/V35,78
SRR043803.SRS015297,SRP002395,SRR043803,SRS015297,METAGENOMIC ,AMPLICON,Tongue dorsum,241787,Oral,10,2,14677,5948,V13/V35,65
SRR040700.SRS018204,SRP002395,SRR040700,SRS018204,METAGENOMIC ,AMPLICON,Hard palate,241765,Oral,4,2,5863,3941,V3-V5,115
SRR048744.SRS045350,SRP002395,SRR048744,SRS045350,METAGENOMIC ,AMPLICON,Stool,241715,Gastrointestinal tract,1,1,12299,8581,V13/V35,42
SRR328713.SRS065339,SRP002860,SRR328713,SRS065339,METAGENOMIC ,AMPLICON,Left Retroauricular crease,241784,Skin,12,3,6240,2720,V13/V35,114
SRR046481.SRS054431,SRP002395,SRR046481,SRS054431,METAGENOMIC ,AMPLICON,Left Retroauricular crease,241787,Skin,12,3,10268,6778,V13/V35,29
SRR041276.SRS023557,SRP002395,SRR041276,SRS023557,METAGENOMIC ,AMPLICON,Tongue dorsum,241748,Oral,10,2,7532,2939,V3-V5,65
SRR045215.SRS011474,SRP002395,SRR045215,SRS011474,METAGENOMIC ,AMPLICON,Right Retroauricular crease,241760,Skin,14,3,10317,8515,V13/V35,29
SRR043941.SRS015858,SRP002395,SRR043941,SRS015858,METAGENOMIC ,AMPLICON,Right Retroauricular crease,241830,Skin,14,3,1983,568,V13/V35,21
SRR041303.SRS024130,SRP002395,SRR041303,SRS024130,METAGENOMIC ,AMPLICON,Anterior nares,241724,Airways,0,0,2391,1156,V3-V5,52
SRR041063.SRS013516,SRP002395,SRR041063,SRS013516,METAGENOMIC ,AMPLICON,Subgingival plaque,241676,Oral,7,2,5291,2555,V3-V5,106
SRR172278.SRS147899,SRP002860,SRR172278,SRS147899,METAGENOMIC ,AMPLICON,Supragingival plaque,241874,Oral,8,2,8311,4456,V13/V35,78
SRR048614.SRS045276,SRP002395,SRR048614,SRS045276,METAGENOMIC ,AMPLICON,Attached/Keratinized gingiva,241691,Oral,2,2,6617,4290,V13/V35,45
SRR170663.SRS104840,SRP002860,SRR170663,SRS104840,METAGENOMIC ,AMPLICON,Throat,241852,Oral,9,2,2755,1274,V13/V35,82
SRR044972.SRS011634,SRP002395,SRR044972,SRS011634,METAGENOMIC ,AMPLICON,Throat,241795,Oral,9,2,5161,2915,V13/V35,94
SRR040725.SRS018515,SRP002395,SRR040725,SRS018515,METAGENOMIC ,AMPLICON,Subgingival plaque,241667,Oral,7,2,6579,3941,V3-V5,111
SRR044590.SRS018993,SRP002395,SRR044590,SRS018993,METAGENOMIC ,AMPLICON,Palatine Tonsils,241778,Oral,5,2,13215,5430,V13/V35,131
SRR043756.SRS015301,SRP002395,SRR043756,SRS015301,METAGENOMIC ,AMPLICON,Buccal mucosa,241787,Oral,3,2,9727,5980,V13/V35,93
SRR048224.SRS023504,SRP002395,SRR048224,SRS023504,METAGENOMIC ,AMPLICON,Buccal mucosa,241709,Oral,3,2,4507,1939,V13/V35,93
SRR043748.SRS015884,SRP002395,SRR043748,SRS015884,METAGENOMIC ,AMPLICON,Subgingival plaque,241830,Oral,7,2,11690,5187,V13/V35,137
SRR047024.SRS050262,SRP002395,SRR047024,SRS050262,METAGENOMIC ,AMPLICON,Subgingival plaque,241872,Oral,7,2,10754,6734,V13/V35,94
SRR044760.SRS019109,SRP002395,SRR044760,SRS019109,METAGENOMIC ,AMPLICON,Subgingival plaque,241743,Oral,7,2,24240,12553,V13/V35,171
SRR045237.SRS011659,SRP002395,SRR045237,SRS011659,METAGENOMIC ,AMPLICON,Hard palate,241764,Oral,4,2,12046,8761,V13/V35,77
SRR048393.SRS023502,SRP002395,SRR048393,SRS023502,METAGENOMIC ,AMPLICON,Hard palate,241709,Oral,4,2,5011,3042,V13/V35,114
SRR167346.SRS077116,SRP002860,SRR167346,SRS077116,METAGENOMIC ,AMPLICON,Anterior nares,241787,Airways,0,0,8136,4571,V13/V35,30
SRR047000.SRS064085,SRP002395,SRR047000,SRS064085,METAGENOMIC ,AMPLICON,Throat,257130,Oral,9,2,4127,1792,V13/V35,74
SRR091370.SRS075117,SRP002860,SRR091370,SRS075117,METAGENOMIC ,AMPLICON,Palatine Tonsils,241797,Oral,5,2,12879,7884,V3-V5,129
SRR328608.SRS018694,SRP002860,SRR328608,SRS018694,METAGENOMIC ,AMPLICON,Subgingival plaque,241723,Oral,7,2,8197,3838,V13/V35,117
SRR328885.SRS065303,SRP002860,SRR328885,SRS065303,METAGENOMIC ,AMPLICON,Right Retroauricular crease,257114,Skin,14,3,6611,4994,V13/V35,22
SRR044403.SRS016213,SRP002395,SRR044403,SRS016213,METAGENOMIC ,AMPLICON,Anterior nares,241687,Airways,0,0,7542,5270,V13/V35,72
SRR045814.SRS018655,SRP002395,SRR045814,SRS018655,METAGENOMIC ,AMPLICON,Stool,241692,Gastrointestinal tract,1,1,4258,2731,V13/V35,53
SRR089924.SRS078462,SRP002860,SRR089924,SRS078462,METAGENOMIC ,AMPLICON,Supragingival plaque,241676,Oral,8,2,5187,1865,V3-V5,84
SRR041172.SRS018441,SRP002395,SRR041172,SRS018441,METAGENOMIC ,AMPLICON,Hard palate,241826,Oral,4,2,5771,3353,V3-V5,83
SRR089870.SRS097979,SRP002860,SRR089870,SRS097979,METAGENOMIC ,AMPLICON,Right Retroauricular crease,257119,Skin,14,3,2345,1288,V3-V5,37
SRR049376.SRS050321,SRP002395,SRR049376,SRS050321,METAGENOMIC ,AMPLICON,Palatine Tonsils,241845,Oral,5,2,16282,10172,V13/V35,80
SRR047518.SRS011380,SRP002395,SRR047518,SRS011380,METAGENOMIC ,AMPLICON,Anterior nares,241767,Airways,0,0,30593,22879,V13/V35,52
SRR041649.SRS020895,SRP002395,SRR041649,SRS020895,METAGENOMIC ,AMPLICON,Subgingival plaque,241679,Oral,7,2,5096,2393,V3-V5,99
SRR171917.SRS077580,SRP002860,SRR171917,SRS077580,METAGENOMIC ,AMPLICON,Supragingival plaque,241741,Oral,8,2,11074,5939,V13/V35,110
SRR170141.SRS147648,SRP002860,SRR170141,SRS147648,METAGENOMIC ,AMPLICON,Supragingival plaque,241889,Oral,8,2,8255,4384,V13/V35,85
SRR046616.SRS065584,SRP002395,SRR046616,SRS065584,METAGENOMIC ,AMPLICON,Attached/Keratinized gingiva,241682,Oral,2,2,6734,5606,V13/V35,37
SRR044169.SRS015766,SRP002395,SRR044169,SRS015766,METAGENOMIC ,AMPLICON,Buccal mucosa,241685,Oral,3,2,10701,5966,V13/V35,125
SRR047512.SRS011371,SRP002395,SRR047512,SRS011371,METAGENOMIC ,AMPLICON,Supragingival plaque,241767,Oral,8,2,6686,3777,V13/V35,134
SRR045141.SRS011169,SRP002395,SRR045141,SRS011169,METAGENOMIC ,AMPLICON,Palatine Tonsils,241686,Oral,5,2,6140,4430,V13/V35,110
SRR047969.SRS057122,SRP002395,SRR047969,SRS057122,METAGENOMIC ,AMPLICON,Stool,241837,Gastrointestinal tract,1,1,4854,3570,V13/V35,46
SRR047319.SRS055450,SRP002395,SRR047319,SRS055450,METAGENOMIC ,AMPLICON,Supragingival plaque,241769,Oral,8,2,15226,6715,V13/V35,109
SRR048621.SRS053348,SRP002395,SRR048621,SRS053348,METAGENOMIC ,AMPLICON,Anterior nares,241691,Airways,0,0,5294,2004,V13/V35,57
SRR049331.SRS014907,SRP002395,SRR049331,SRS014907,METAGENOMIC ,AMPLICON,Tongue dorsum,241808,Oral,10,2,11097,4923,V13/V35,88
SRR048512.SRS050336,SRP002395,SRR048512,SRS050336,METAGENOMIC ,AMPLICON,Attached/Keratinized gingiva,241765,Oral,2,2,6389,3303,V13/V35,38
SRR328874.SRS064705,SRP002860,SRR328874,SRS064705,METAGENOMIC ,AMPLICON,Throat,257118,Oral,9,2,10167,5566,V13/V35,80
SRR170149.SRS147328,SRP002860,SRR170149,SRS147328,METAGENOMIC ,AMPLICON,Posterior fornix,241879,Urogenital tract,16,4,7931,6699,V13/V35,15
SRR045547.SRS019554,SRP002395,SRR045547,SRS019554,METAGENOMIC ,AMPLICON,Right Retroauricular crease,241720,Skin,14,3,9059,2681,V13/V35,57
SRR047386.SRS014613,SRP002395,SRR047386,SRS014613,METAGENOMIC ,AMPLICON,Stool,241693,Gastrointestinal tract,1,1,6700,2325,V13/V35,51
SRR047520.SRS011438,SRP002395,SRR047520,SRS011438,METAGENOMIC ,AMPLICON,Right Antecubital fossa,241709,Skin,13,3,5492,3790,V13/V35,41
SRR041346.SRS017361,SRP002395,SRR041346,SRS017361,METAGENOMIC ,AMPLICON,Supragingival plaque,241674,Oral,8,2,5859,4064,V3-V5,78
SRR042920.SRS044714,SRP002395,SRR042920,SRS044714,METAGENOMIC ,AMPLICON,Right Antecubital fossa,241746,Skin,13,3,1855,688,V3-V5,37
SRR045614.SRS014677,SRP002395,SRR045614,SRS014677,METAGENOMIC ,AMPLICON,Subgingival plaque,241720,Oral,7,2,10102,4847,V13/V35,98
SRR047705.SRS058695,SRP002395,SRR047705,SRS058695,METAGENOMIC ,AMPLICON,Buccal mucosa,241859,Oral,3,2,8922,7623,V13/V35,69
SRR048796.SRS063068,SRP002395,SRR048796,SRS063068,METAGENOMIC ,AMPLICON,Stool,268878,Gastrointestinal tract,1,1,8586,3464,V13/V35,36
SRR041460.SRS016422,SRP002395,SRR041460,SRS016422,METAGENOMIC ,AMPLICON,Throat,241749,Oral,9,2,4101,2941,V3-V5,71
SRR047216.SRS052423,SRP002395,SRR047216,SRS052423,METAGENOMIC ,AMPLICON,Supragingival plaque,241860,Oral,8,2,13366,6860,V13/V35,85
SRR040917.SRS023756,SRP002395,SRR040917,SRS023756,METAGENOMIC ,AMPLICON,Throat,241773,Oral,9,2,5103,3042,V3-V5,90
SRR046736.SRS065165,SRP002395,SRR046736,SRS065165,METAGENOMIC ,AMPLICON,Vaginal introitus,241824,Urogenital tract,17,4,9767,2005,V13/V35,43
SRR041057.SRS013813,SRP002395,SRR041057,SRS013813,METAGENOMIC ,AMPLICON,Saliva,241794,Oral,6,2,5736,3393,V3-V5,147
